id,words,answer
105353,"['early', 'discovery', 'one', 'spurred', u'thought', u'extraterrestrial', 'leading', 'name', 'first', 'one', 'lgm1', 'little', 'green', 'men']",Pulsar
105356,"['2007', 'fear', 'arose', 'concerning', 'disease', 'andrew', 'speaker', 'traveled', 'throughout', 'europe', 'returned', u'u', 'actively', 'infected', 'drug', 'resistant', 'strain']",Tuberculosis
203664,"['device', 'used', 'technique', 'consists', 'rf', 'ring', 'electrode', 'two', 'hyperbolic', u'electrode', 'sometimes', 'named', 'wolfgang', 'paul']",Mass spectrometry
105367,"['one', 'thousand', u'year', 'ago', 'persian', 'alsufi', 'noted', 'little', 'cloud', 'shape', 'object', u'wa', 'properly', 'identified', 'nineteenth', 'century']",Andromeda Galaxy
105368,"['working', 'basf', 'one', u'namesake', 'successfully', 'commercialized', '1910', 'later', 'received', 'new', u'patent', 'nobel', 'prize', 'result']",Haber process
105370,"['number', 'eigenvalue', 'matrix', 'top', 'row', '1', '1', 'bottom', 'row', '1', '0', 'associated', 'fibonacci', 'recurrence', 'relation', 'meaning', 'value', 'limit', 'ratio', 'adjacent', u'term', 'fibonacci', 'series']",Golden ratio
203681,"['one', u'compound', 'reacts', 'carboxylic', 'acid', 'first', 'step', 'schmidt', 'reaction']",Acid
203689,"['map', u'ha', 'property', 'surjective', 'continuous', 'linear', 'operator', 'banach', u'space', 'banachschauder', 'theorem']",Open set
105388,"['common', 'type', 'reaction', 'embdenmeyerhof', 'pathway', 'often', 'used', 'synonym', 'reaction', 'whole']",Glycolysis
203693,"['every', 'finitely', 'generated', 'projective', 'module', 'ring', u'object', 'free', 'according', 'quillensuslin', 'theorem']",Polynomial
105390,"['certain', 'famous', 'operon', u'code', 'dna', 'production', 'compound', 'variety', 'anaerobic', 'respiration', 'special', u'yeast', 'convert', 'disaccharide', 'related', 'acid', 'often', 'cause', 'muscle', 'cramping']",Lactose
105392,"['center', 'active', 'galactic', u'nucleus', u'quasar', 'supermassive', 'type', 'phenomenon', 'may', 'occur']",Black hole
105393,"['gamma', 'function', 'one', 'half', u'give', 'square', 'root', 'value']",Pi
105395,"['one', 'argument', 'correction', 'flawed', 'assumption', 'reversible', 'path', 'area', 'thermodynamic', 'instability']",Van der Waals equation
105402,"['formed', 'hydroxide', 'group', 'added', 'organic', 'molecule', 'making', 'entire', 'molecule', 'polar', 'able', 'undergo', 'hydrogen', 'bonding']",Alcohol
203709,"['gas', 'nonphoton', u'thing', 'temperature', u'le', '2', u'kelvin', 'thought', 'permeate', 'universe']",Neutrino
203712,"['synthesis', 'sonic', 'hedgehog', 'compound', 'added', 'posttranslationally', 'nterminus']",Cholesterol
105415,"['quantity', 'generalized', 'higher', 'degree', u'polynomial', 'using', 'sylvester', 'matrix']",Discriminant
105416,"['material', u'hold', 'similar', u'property', 'molybdenite', 'although', 'latter', u'produce', 'green', 'streak', 'confusion', 'galena', u'ha', 'led', 'many', u'misnomer', 'plumbago', 'black', 'lead']",Graphite
105417,"['1', '17000', 'people', 'world', 'infected', 'degree', 'condition', 'also', 'frequently', u'affect', u'organism', 'including', u'rat', 'many', u'type', u'snake', u'lizard']",Albinism
105418,"[u'structure', 'may', 'connate', 'adnate', 'fused', 'together', 'differently']",Stamen
105419,"['organoarsenic', 'compound', u'cacodyl', u'wa', 'formed', 'man', 'complex', 'radical', 'sort', 'time']",Robert Bunsen
105424,"[u'point', u'coordinate', 'twospace', 'may', 'found', 'double', 'integration', 'density', 'function', 'division', 'result', 'corresponding', u'moment', 'factor', 'direction']",Center of mass
203730,"['childbirth', 'one', 'god', 'domain', 'name', 'mistranslated', 'placenta', 'king', 'displaced', 'older', 'god', 'named', 'iah']",Moon
105431,"[u'victim', 'class', u'disease', 'mutation', 'runx1', 'binding', 'site', 'could', 'explain', 'joint', 'pain', 'common', 'symptom']",Lupus nephritis
105432,"['flame', 'test', 'element', 'light', 'purple', 'color', 'masked', u'color']",Potassium
105439,"['name', u'come', 'latin', 'little', 'cavity', 'appropriate', 'radius', '01', u'millimeter']",Pulmonary alveolus
105441,"['technology', u'wa', 'first', 'successfully', 'demonstrated', 'may', '1960']",Laser
105447,"['following', u'line', 'slope', 'chosen', u'point', 'approximate', 'solution', 'differential', 'equation', 'known', 'method']",Leonhard Euler
105452,"['schoolgirl', 'named', 'venetia', 'burney', 'suggested', 'name', 'following', 'discovery', '1930']",Pluto
105454,"['second', 'refers', 'angular', 'momentum', 'third', 'relates', 'magnetic', 'field', 'resulting', 'momentum', 'orientation']",Quantum number
203762,"[u'value', 'multiset', u'thing', 'associated', 'frobenius', 'automorphism', 'field', 'prime', 'power', 'order', u'root', 'unity']",Eigenvalue
105460,"['organic', u'molecule', 'characterized', 'fused', 'carbon', 'skeleton', 'one', 'cyclopentane', 'three', 'cyclohexanes']",Steroid
105467,"['slender', 'rod', 'value', u'force', 'moment', 'product', 'square', 'length', 'rod', 'mass', 'divided', 'twelve', 'solid', 'cylinder', u'yield', 'familiar', 'one', 'half', 'product', 'mass', 'square', 'radius']",Inertia
105477,"['blood', 'splenic', 'vein', u'join', 'mesenteric', u'vein', 'flowing', 'organ']",Liver
120263,"['family', 'channel', u'protein', 'transport', 'mostly', 'chemical', u'derivative', 'eaats']",Glutamic acid
105481,"['plagioclase', 'one', 'division', 'family', 'mineral']",Feldspar
203797,"['column', 'bertin', 'located', 'organ', 'surrounded', 'fascia', 'named', 'gerota']",Kidney
105496,"['theory', u'wa', 'developed', '1912', 'german', 'meteorologist', 'alfred', 'wegener', u'finding', 'eduard', u'sue', 'helped', 'support']",Continental drift
105499,"['multiplying', 'moment', 'arm', u'time', 'force', 'object', 'give', 'magnitude', 'quantity']",Torque
105500,"['homogenous', 'variety', 'often', 'consists', 'reaction', 'product', 'material', 'liquid', 'phase', 'heterogeneous', 'usually', 'signifies', 'solid', u'reactant', u'product', u'liquid', u'gas']",Catalysis
105504,"['british', 'scientist', 'proved', u'diamond', 'composed', 'carbon']",Humphry Davy
203811,"['one', 'mathematical', 'object', 'named', 'man', 'equivalent', 'uncontrolled', 'quantum', 'gate', 'one', 'three', u'object', 'perform', u'rotation', 'bloch', 'sphere']",Wolfgang Pauli
203820,"['christina', 'enrothcugell', 'discovered', 'xtype', u'cell', 'structure', 'linear', 'receptive', 'field', 'ytype', u'cell']",Retina
7214,"['swedish', 'author', 'lars', 'gustafsson', 'wrote', 'novel', 'death', 'someone', 'associated', u'thing', 'anita', 'desais', 'clear', 'light', 'day', 'tara', u'abandon', 'bim', 'encounter']",Bee
203838,"['polarizing', 'microscope', 'mineral', 'characterized', 'firstorder', 'gray', 'interference', u'color', 'low', 'relief', 'minimal', 'twinning']",Quartz
203848,"['man', 'first', 'namesake', 'theorem', 'whose', 'proof', u'us', 'fact', 'momentum', 'vector', 'potential', 'classically', 'commute']",Niels Bohr
203852,"[u'structure', 'implemented', 'x86', u'architecture', 'using', 'sp', u'register']",Stack (abstract data type)
203868,"['loewners', 'inequality', 'relates', 'area', 'systole', 'riemannian', u'metric', 'one', u'space']",Torus
192357,"['protein', 'produced', 'cornification', 'contains', 'several', u'dimer', 'form', 'single', 'protofilament', 'form', 'higher', 'level', 'protofibrils', 'microfibrils', 'macrofibrils']",Keratin
206466,"['one', 'variety', 'process', 'transforms', 'current', 'supercurrent', u'ha', 'crossed', 'version', 'requires', u'electron', 'different', 'spin', 'exist', 'electrode']",Reflection (physics)
203902,"['electrodynamics', 'partial', 'derivative', 'quantity', 'respect', 'fourpotential', u'give', 'negative', 'current', 'density']",Lagrangian
203914,"['apparent', 'xeroxing', 'quantum', 'information', u'object', 'avoided', 'observing', 'one', 'part', 'fast', 'scrambler']",Black hole
203926,"['horiutipolanyi', 'mechanism', 'governs', 'reaction']",Hydrogenation
203936,"['shortcut', 'method', 'analyzing', 'process', u'us', 'kirkbride', 'equation', 'gilliland', 'correlation', 'called', 'fug', 'method']",Distillation
203942,"['mass', 'spectrometry', 'protein', 'obtained', 'horse', u'heart', 'common', 'calibration', 'standard']",Myoglobin
203954,"[u'quantity', u'argument', u'logarithm', 'von', 'mangoldt', 'function', 'summed', 'yield', 'second', 'chebyshev', 'function']",Prime number
7350,"['entry', 'class', 'dna', u'virus', u'cell', 'via', 'heparin', 'sulfate', 'receptor', 'replication', 'rollingcircle', 'mechanism']",Herpesviridae
203964,"['tension', 'forceor', 'precisely', 'tension', 'force', 'densitydue', 'quantity', 'proportional', 'quantity', 'dot', 'grad', 'applied', 'quantity']",Magnetic field
7359,"['xerox', 'developed', 'late', '1970s', 'based', 'aloha', 'radio', 'system', 'used', 'support', 'computer', 'communication', 'across', 'hawaiian', u'island']",Ethernet
203986,"['oscillating', 'electric', 'field', 'square', 'quantity', 'expressed', 'electrical', 'permittivity', 'plus', 'quantity', 'fourpii', u'time', 'electrical', 'conductivity', 'divided', 'angular', 'frequency']",Refractive index
203988,"['though', 'alcohol', u'strain', 'clostridia', 'used', 'produce', 'compound', 'starch', 'abe', 'process']",Acetone
7408,"['powerful', 'mysterious', 'native', 'american', u'people', 'southeastern', u'tribe', 'saw', 'sign', 'girl', u'wa', 'menstruating', 'first', 'time', 'something', 'evil', u'wa', 'happen', 'walking', 'one', u'wa', 'thought', 'confer', 'healing', u'power', 'medicine', 'man']",Rainbow
204020,"['key', 'osteological', 'data', 'disease', u'come', 'saint', 'jorgensens', 'cemetery', 'denmark', 'became', 'epidemic', 'thirteenth', 'century']",Leprosy
7419,"['standard', 'arose', 'doctorate', 'work', 'robert', 'metcalfe', 'later', 'joined', 'xerox']",Ethernet
204028,"['technique', 'used', 'prepare', u'rev', u'phospholipid', 'order', 'generate', u'liposome']",Evaporation
204048,"['mean', 'square', 'johnsonnyquist', 'voltage', 'noise', 'proportional', 'square', 'root', u'boltzmann', 'constant', u'time', 'temperature', u'time', 'quantity']",Electrical resistance
204063,"['helicoplacoids', 'disappeared', 'period', u'organism', 'evolved', 'completely', 'replaced', 'iconic', 'quilted', 'dickinsonia', 'ediacaran', 'biota']",Cambrian
204064,"['one', 'company', 'industry', 'collapsed', 'black', 'monday', '1977']",Steel
7468,"['following', 'suggestion', 'delbrck', 'avoided', 'epistemological', u'problem', 'using', 'term', 'complementarity', 'refutation', u'jordan', 'theory', 'stabilizing', 'quantum', 'mechanical', u'interaction']",Linus Pauling
7470,"['one', 'psychologist', 'quantified', 'faculty', 'exponential', 'negative', 'ratio', 'time', 'capacity', 'strength', 'henri', 'bergson', 'theorized', 'ordinary', 'pure', u'variant']",Memory
204088,"['bacterial', 'transgene', 'biosynthesizes', u'molecule', 'confers', 'resistance', 'manduca', 'sexta', 'nicotiana']",Cytokine
204092,"['covariant', 'bound', 'quantity', 'proposed', 'raphael', 'bousso', 'defined', u'term', u'quantity', 'value', 'lightlike', 'hypersurfaces', 'chosen', 'generating', 'null', u'geodesic', 'nonpositive', 'expansion']",Entropy
204097,"['vinogradovs', 'theorem', 'established', 'large', 'lower', 'bound', 'statement', 'operation', 'involving', u'object', 'harald', 'helfgott', 'recently', 'claimed', 'reduced', 'drastically']",Prime number
7494,"['one', u'creature', 'sad', 'sad', 'world', 'anime', 'giant', 'one', 'eye', 'nemesis', 'silver', 'fang', 'akakabuto']",Bear
7519,"['concept', u'form', 'part', 'title', 'series', u'work', 'along', 'word', 'technics', 'historical', 'repression', 'technical', 'skill', 'within', 'philosophy', 'written', 'bernard', 'stiegler']",Time
208789,"['lee', 'osheroff', 'richardson', 'hypothesized', u'property', 'isotope', 'element', 'group', 'due', u'fermion', 'forming', 'cooper', u'pair']",Noble gas
204168,"['compound', 'containing', 'heteroatom', 'element', 'reacts', 'dfp', 'onestep', 'synthesis', 'sarin', 'gas']",Iodine
204182,"['presence', 'ammonium', 'acetate', 'molecule', 'reacts', 'pentane24dione', 'produce', 'yellow', 'product']",Formaldehyde
203333,"['hilbert', 'form', 'quantity', 'used', 'derive', u'einstein', 'field', u'equation']",Action (physics)
204203,"['one', 'use', 'technique', 'efficient', 'algorithm', 'computing', 'levenshtein', u'distance', 'fact', 'used', 'smithwaterman', 'algorithm', 'optimal', 'local', 'sequence', u'alignment']",Dynamic programming
208797,"['cwaves', 'enter', 'region', 'k', 'pkp', 'denotes', 'part', u'wave', 'travel']",Outer core
204222,"[u'molecule', 'coordination', 'number', 'include', 'intermediate', 'counterpart', 'eigenwilkins', 'mechanism', 'product', 'ratedetermining', 'step', 'sn1cb', 'mechanism']",5 (number)
204248,"['phenomenon', 'subject', 'paper', 'denounces', 'reckless', 'hypothesis', 'certain', u'corpuscle', u'report', u'experiment', 'machine', 'shop', 'vacuo', 'support', 'corpuscular', u'theory', 'predicted', 'maximum', 'kinetic', 'energy', 'relation']",Photoelectric effect
7641,"['perhaps', 'unusual', 'feature', 'programming', 'language', 'hierarchy', u'block', 'code', 'indicated', 'level', 'whitespace', 'indentation']",Python (programming language)
203344,"['one', 'compound', 'sometimes', 'mistaken', 'resource', 'created', 'crushing', 'jatropha', u'seed']",Ethanol
204294,"['element', 'catalyzes', 'cycloaddition', 'nitrile', 'two', u'equivalent', 'acetylene', 'form', 'pyridine', u'derivative']",Cobalt
204333,"[u'particle', 'invariant', 'transformation', 'center', u'vortex']",Gluon
7749,"['one', u'work', u'mention', 'astronomer', 'named', 'tom', 'professor', 'named', 'vernon', 'man', 'named', 'andy', 'would', 'bicycle', 'across', 'town', 'rain', 'bring', 'woman', 'candy', 'upstaged', 'someone', 'lucky', 'enough', 'car']",Magnetic field
7755,"['one', 'algorithm', u'us', 'technique', 'smithwaterman', 'algorithm', u'search', 'protein', u'database', 'find', 'best', 'alignment']",Dynamic programming
7778,"['adjective', 'appears', 'title', 'song', 'man', 'moon', u'tap', 'window', 'song', 'yo', 'la', 'tengo', 'refers', 'sarong', 'hue']",Yellow
106097,"['pair', u'molecule', 'bound', 'd1', 'd2', u'subunit', 'referred', 'p680']",Chlorophyll a
106100,"[u'reach', 'critical', 'level', 'base', 'exosphere', 'light', 'fast', 'moving', 'hydrogen', 'helium', u'atom', 'due', 'low', 'molecular', u'density', 'molecular', u'collision']",Escape velocity
106102,"['primary', 'effect', u'result', 'different', 'reaction', u'rate', 'due', 'varying', u'amount', 'energy', 'needed', 'transition', 'state', 'formation']",Isotope
106111,"['slavic', 'god', 'represented', 'svarog', 'defeated', 'serpent', 'zmey', u'hitch', 'plow']",Sun
204423,"['hopfnervorsatz', 'test', 'histochemical', 'method', 'detect', 'highly', 'substituted', u'example', u'compound']",Phenols
106124,"['celsian', 'hyalophane', u'variety', 'contain', 'barium', 'plagioclase', 'series', u'ha', 'albite', 'anorthite', 'endmembers']",Feldspar
106130,"['lightcone', 'scaling', 'technique', 'developed', 'james', 'bjorken', 'allowed', 'observed', 'verified']",Quark
106132,"['coombs', 'test', 'used', 'find', u'entity', 'fab', 'region', 'located', 'one', 'tip']",Antibody
106138,"['result', u'situation', u'electron', 'packed', 'together', 'extent', 'enough', 'low', 'energy', u'state', 'available', u'electron', 'forced', 'higher', 'energy', u'state', 'phenomenon', 'known', 'electron', 'degeneracy']",White dwarf
106148,"['frequency', 'electric', 'signal', u'increase', u'device', 'impedance', 'signal', u'decrease', 'transient', 'response']",Capacitor
106161,"['chemical', u'potential', 'pure', 'substance', 'two', u'phase', 'must', 'equal', 'zero', 'occurs', 'along', 'closed', 'system', 'necessary', 'condition', 'gibbs', 'phase', 'rule', 'hold']",Chemical equilibrium
106164,"['invention', 'bipolar', 'transistor', 'primarily', 'used', 'twoterminal', u'device', u'rectifier', 'photodiodes']",Semiconductor
106166,"[u'wa', 'discovered', 'spectroscopically', 'bunsen', 'kirchhoff', 'mineral', 'water']",Caesium
106173,"[u'puzzle', 'structure', 'developed', 'flood', 'dresher', 'rand', u'corporation', u'investigation', 'roundrobin', 'tournament', 'computer', u'program', 'sponsored', 'robert', 'axelrod', 'found', 'nice', 'forgiving', 'strategy', 'employing', 'tit', 'tat', u'wa', 'optimal']",Prisoner's dilemma
106188,"['cell', u'wall', 'silicified', 'form', 'two', 'overlapping', u'half']",Diatom
106189,"['minimized', 'magnetic', 'dipole', 'moment', 'aligned', 'magnetic', 'field', 'conversely', 'maximized', 'aligned']",Potential energy
106195,"['occurs', u'transition', 'involving', 'n', u'equal', '2', 'lowest', 'energy', 'state', 'reciporical', 'wavelength', 'give', u'term', 'rydberg', 'constant', 'difference', 'inverse', u'square', 'energy', u'state', 'involved']",Balmer series
106199,"['libmansacks', 'endocarditis', 'one', 'result', 'disease', 'dr5', u'agonist', 'tested', 'treatment', 'condition']",Systemic lupus erythematosus
106209,"['nbutyl', 'version', 'element', 'used', 'reducing', 'agent', 'creating', 'gilman', u'reagent', 'chemical', 'also', 'used', 'schlosser', 'modification', 'wittig', 'reaction']",Lithium
106220,"['scanning', 'tunneling', 'microscope', u'us', 'effect', 'move', 'tip', 'effect', 'mathematically', 'expressed', 'mutsui', 'model']",Piezoelectricity
106227,"['takoka', 'developed', 'one', 'version', 'data', 'structure', 'called', '23', 'variety', u'version', 'structure', 'include', 'skew', 'leftist', u'variety']",Heap (data structure)
106232,"['plant', u'cell', 'stage', 'presaged', 'formation', 'phragosome', 'followed', 'pre', 'version', 'phase', 'namesake', 'band', 'formed', 'equatorial', 'plane']",Prophase
106239,"['compound', 'formed', 'along', 'two', u'derivative', 'bxt', 'process']",Benzene
106248,"['angle', 'theta', u'measure', '45', u'degree', 'give', 'value', 'following', 'expression', 'one', 'minus', 'quantity', 'pause', 'secant', 'theta', 'cosecant', 'theta']",0 (number)
106250,"[u'derivative', 'quantity', 'alternately', 'dubbed', 'jounce', 'snap']",Jerk (physics)
106253,"[u'constellation', 'namesake', 'nebula', 'contains', 'trapezium', 'cluster', 'm42', 'messier', 'catalog']",Orion (constellation)
106257,"['charles', 'h', 'bennett', 'showed', 'hypothesis', u'break', 'observed', 'data', 'must', 'eventually', 'deleted', 'make', 'room']",Maxwell's demon
7955,"[u'ha', 'radius', '1400', u'kilometer', 'retrograde', 'orbit', 'within', 'next', '100', 'million', u'year', 'torn', 'apart', 'create', 'new', 'ring', 'host', 'planet']",Triton (moon)
106260,['2'],Glacier
106261,"['ideal', 'gas', 'related', 'natural', 'logarithm', 'microstates', 'system', u'time', u'boltzmann', 'constant', 'representation', u'wa', 'inscribed', u'boltzmann', 'grave']",Entropy
7958,"['renaissance', 'man', u'wa', 'made', 'canon', 'frauenburg', 'translated', 'theophylactus', 'theophylactus', 'first', 'recorded', 'stellar', 'observation', u'wa', 'eclipse', 'aldebaran']",Nicolaus Copernicus
7959,"['surface', 'nitrogen', u'geyser', 'erupted', 'ice', 'polar', 'cap', 'carrying', 'dust', u'particle', 'created', 'dark', u'streak', 'surface', 'blown', u'wind', 'thin', 'nitrogen', 'methane', 'atmosphere']",Triton (moon)
7963,"['occurs', 'rate', '50', u'arcsecond', 'per', 'year', u'ha', 'period', '26000', u'year']",Precession
106270,"['failure', 'conjugate', 'glucuronic', 'acid', 'albumin', 'bound', 'bilirubin', 'result', 'jaundice', 'site', 'production', '25hydroxycholecalciferol', 'vitamin', 'd', 'fatty', u'acid', 'metabolized', 'beta', 'oxidation', 'phosphorylate', 'store', 'glucose', 'form', 'glycogen']",Liver
7972,"['despite', 'blackbody', 'temperature', '60', u'degree', 'kelvin', 'atmosphere', 'active', 'exhibiting', 'fastest', u'wind', 'solar', 'system']",Neptune
7973,"['rapid', 'temperature', 'drop', u'neutrino', 'longer', 'thermal', 'equilibrium', 'matter', 'one', 'minute']",Big Bang
7974,"['1993', 'imaged', 'asteroid', '243', 'ida', 'discovered', 'moon']",Galileo (spacecraft)
7975,"['core', 'cluster', 'abell', '3627', u'lie', 'opposite', 'direction', 'perseuspisces', 'supercluster']",Great Attractor
204584,"['phytoremediation', 'element', 'hyperaccumulators', 'like', 'astragalus', 'usually', 'involves', 'volatilization', 'dimethyl', 'compound']",Selenium
106281,"['site', 'production', 'various', 'digestive', u'enzyme', 'trypsinogen', u'lipase', 'alpha', 'amylase', 'composed', 'secretary', u'unit', 'known', u'acinus']",Pancreas
7978,"['probable', u'progenitor', 'type', '1a', u'supernova', u'object', 'remain', u'center', 'planetary', u'nebula', 'outer', u'layer', 'star', 'dispersed']",White dwarf
106285,"['kerro', 'knox', 'princeton', 'university', 'suggested', 'reaction', 'hydrogen', 'chlorine', 'presence', 'light', 'used', 'simple', 'explanation', 'phenomenon', 'timelag', u'ha', 'detected', 'studying']",Photoelectric effect
7987,"['although', 'known', u'european', '155', u'year', 'first', 'systematic', u'observation', u'object', 'werent', 'carried', '1678', 'edmund', 'halley', 'spent', 'two', u'year', 'island', 'st', 'helena']",Magellanic Clouds
7989,"['probe', 'explore', 'planet', u'wa', 'flyby', 'mariner', '10', 'march', '29', '1974']",Mercury (planet)
204598,"['process', 'named', 'arlon', 'hunt', 'compound', 'used', 'expel', 'alcohol', 'resorcinolformaldehyde', 'tetraethylorthosilicate', u'mixture', 'used', 'form', 'aerogels']",Carbon dioxide
7991,"['located', '8', u'hour', '25', u'minute', 'right', 'ascension', '20', u'degree', 'north', 'declination', 'contains', 'loose', 'cluster', '300', 'faint', u'star', 'known', 'praesepe', 'beehive']",Cancer (constellation)
106296,"['process', u'produce', 'compound', 'initiated', 'action', 'carbamoyl', 'phosphate', 'synthase', 'disrupted', 'ornithine', 'transcarbamoylase', 'deficiency']",Urea
7994,"[u'ha', 'radius', '715', u'mile', 'mean', 'density', '20', u'gram', 'per', 'cubic', 'centimeter']",Pluto
7995,"['discovered', '1967', 'vela', 'spy', u'satellite', 'searching', 'nuclear', u'test', 'hundred', 'seen', 'per', 'year']",Gamma-ray burst
7998,"['multiplied', 'metric', 'stressenergy', 'tensor', 'field', u'equation']",Cosmological constant
106304,"['ardenbuck', 'equation', 'used', 'calculate', 'quantity', 'goffgratch', 'equation', 'also', 'used', 'calculate', 'water']",Vapor pressure
8006,"['distinguishing', 'characteristic', u'result', 'conversion', 'helium', 'plus', u'ion', 'alpha', u'particle', u'atmosphere']",Cepheid variable
8007,"['according', 'nemesis', 'hypothesis', u'content', 'would', 'swept']",Oort cloud
106315,"['square', 'quantity', 'particular', 'wavelength', 'given', 'sellmeiers', 'equation', 'improvement', 'fit', 'cauchys', 'equation']",Refractive index
8012,"['recently', 'postulated', 'saltwater', 'ocean', 'underneath', 'crusty', 'surface', 'hubble', 'space', 'telescope', u'ha', 'found', 'ozone', 'around', 'body']",Ganymede (moon)
8013,"['introduction', 'photographic', 'method', 'frank', 'schlesinger', '1903', 'considerably', 'improved', 'accuracy', 'measurement', 'quantity', '1989', 'european', 'sapce', 'agency', 'launched', 'satellite', 'called', 'hipparcos', 'specifically', 'achieve', 'precise', u'value']",Parallax
106320,"['12', 'resonance', 'known', 'namesake', 'cliff', 'past', 'number', u'object', 'region', u'drop', 'past', 'outer', 'edge', 'scattered', 'disk', u'object']",Kuiper belt
8017,"['though', 'discovered', 'william', 'lassell', '1846', 'little', u'wa', 'known', 'august', '25', '1989', 'voyager', '2', 'flew', 'within', '24000', u'mile']",Triton (moon)
106324,"['zeckendorf', 'proved', 'every', 'positive', 'integer', 'proved', 'sum', 'nonconsecutive', u'one', 'whose', 'generating', 'series', 'given', 'x', 'quantity', '1', 'minus', 'x', 'minus', 'x', 'squared']",Fibonacci number
8026,"['first', 'one', 'discovered', u'ha', '28', 'light', 'concentrated', 'emission', u'line', 'around', 'hot', 'gaseous', 'iron']",Seyfert galaxy
8028,"['1912', 'scientist', 'led', 'expedition', 'brazil', 'study', 'eclipse']",Arthur Eddington
106333,"['special', 'case', 'ghk', 'equation', u'take', 'account', 'one', 'ion']",Nernst equation
8037,"['delta', 'scuti', 'sometimes', 'called', 'dwarf', 'type']",Cepheid variable
8038,"[u'quasar', u'electron', 'move', 'though', 'supernova', 'remnant', 'crab', 'nebula', u'electron', 'spiraling', u'line', 'force', 'around', 'planet', 'jupiter', 'emit', 'type', 'radiation']",Synchrotron radiation
8041,"['implies', '55', u'time', '10', '5th', u'photon', 'per', 'liter', 'many', '2', u'time', '10', '10th', u'photon', 'per', 'baryon']",Cosmic microwave background
8042,"['kittu', 'one', 'rare', 'dark', 'ray', u'crater', 'found', 'mostly', 'satellite']",Ganymede (moon)
8043,"['antiquity', u'wa', 'popularly', 'thought', 'two', 'separate', u'body', 'eosphorus', 'hesperus']",Venus
106348,"['super', 'kamikonde', 'facility', 'japan', u'study', u'particle', 'measuring', 'cherenkov', 'radiation', 'emitted', 'hit', u'electron']",Neutrino
8045,"['quenching', 'lowfrequency', 'component', u'plasma', 'due', 'disappearance', 'beaming', 'effect', 'known', 'razin', 'effect']",Synchrotron radiation
8046,"['red', 'dwarf', 'wolf', '359', 'third', 'closest', 'neighbor', 'sun', u'lie', 'constellation', 'also', 'includes', 'ninth', 'magnitude', u'galaxy', 'm65', 'm66']",Leo (constellation)
106352,"['tarantula', 'nebula', 'located', 'one', u'wa', 'home', 'supernova', '1987a', 'one', 'located', 'tucana', 'constellation']",Magellanic Clouds
204659,"['man', 'incorrectly', 'found', 'andromeda', 'approximately', 'one', 'million', 'lightyears', 'away']",Edwin Hubble
204664,"['small', 'transverse', 'version', 'quantity', 'generated', 'skin', 'effect', 'quantity', 'odd', 'spatial', 'inversion', 'even', 'time', 'reversal']",Electric field
8059,"['mass', 'extinction', 'end', 'ordovician', 'period', 'suggested', 'caused', 'one']",Gamma-ray burst
8060,"['color', 'much', 'bluer', u'star', 'white', u'dwarf']",Quasar
8061,"['subject', 'socalled', 'schrter', 'effect', 'astronomical', 'body', u'lack', 'magnetic', 'field']",Venus
204670,"['pope', 'named', 'pius', 'regnal', 'number', u'wa', 'person', 'write', 'autobiography', 'pope', 'wrote', 'erotic', 'novel', 'tale', 'two', u'lover', 'becoming', 'pope']",2 (number)
106367,"['boundary', 'frasnian', 'famennian', u'stage', 'period', u'mark', 'kellwasser', 'event', 'end', 'period', u'mark', 'hangenberg', 'extinction', 'event', 'one', 'largest', 'ever']",Devonian
204672,"[u'entity', 'treated', 'huckel', 'theory', 'linear', u'combination', 'similar', 'construct']",Molecular orbital
8073,"[u'ha', 'provided', 'best', 'current', 'measurement', 'hubble', 'constant', 'may', 'inferred', 'wmaps', u'measurement', 'anisotropy']",Cosmic microwave background
8074,"['dimmer', 'component', 'system', u'wa', 'shown', 'overtone', 'pulsator', 'current', 'period', '4', u'day', 'navy', 'prototype', 'optical', 'interferometer', '2000']",Polaris
105111,"[u'call', 'even', 'number', u'proton', u'neutron', 'according', 'liquid', 'drop', 'model', 'also', 'expressed', 'wiezsaecker', 'formula', 'described', 'necessity', 'colour', 'quantum', 'number', u'quark']",Pauli exclusion principle
106380,"[u'experiment', 'cerns', 'sps', 'first', 'try', 'creating', 'form', 'plasma', 'formed', 'entirely', u'quark', u'particle']",Gluon
8077,"['though', 'photographically', 'unremarkable', 'core', u'temperature', u'body', 'capable', 'producing', 'tridecavalent', 'oxidation', u'state', 'iron']",Seyfert galaxy
8078,"['recoil', 'drift', 'may', 'produce', 'slow', u'leakage', 'via', 'yarkovsky', 'effect', 'possible', 'explanation', 'population', 'highalbedo', u'object']",Kirkwood gap
106385,"['general', 'version', 'law', 'called', 'dechema', 'model']",Raoult's law
106387,"['potassium', 'iodate', 'chloromethane', 'used', 'find', 'iodine', u'equivalent', u'andrew', 'version', 'procedure', 'edta', 'euriochrome', 'black', 'used', 'chelate', 'metal', u'ion', 'complexometric', 'version', 'procedure']",Titration
8085,"[u'location', u'deposit', 'kreep', u'basalt', 'thought', 'date', 'prenectarian', 'period', u'ha', 'largest', 'known', 'minable', u'deposit', 'advanced', 'fusion', 'fuel', 'heliumthree']",Moon
8086,"['apparent', 'supraluminal', 'motion', 'object', u'wa', 'recently', 'resolved', 'radiation', 'hydrodynamical', u'consideration', 'light', 'thirtythreemicrosecond', 'source', 'center']",Crab Nebula
